,norm_1,temperature_1,beta_s_1,n_1
norm_1,25040.63334929126,-0.3122127366523192,0.22149330467026734,-0.0015833041191572845
temperature_1,-0.3122127366523192,4.0158415776282334e-06,-2.9547149413764716e-06,2.3426531678768385e-08
beta_s_1,0.22149330467026734,-2.9547149413764716e-06,2.4981800304524844e-06,-6.924271054850753e-09
n_1,-0.0015833041191572845,2.3426531678768385e-08,-6.924271054850753e-09,2.4444006398756725e-06
