,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,4383.877070072642,0.000513765187782337,-4.2454464875702635e-10,51.23063788705508,-1551.5636013156852,-0.04530498627304809,-0.05016693696303152,-7.411730971637099,-718.0603977718848,-0.03226279477313087,-0.023310978393794396,-4.451301472011704
temperature_1,0.000513765187782337,5.409588622648233e-05,5.669167589017572e-13,0.005805460078729689,0.20872136373454567,-3.357126787711053e-06,-5.559684801708586e-06,-0.0008212778800774438,-0.05506197633477042,-2.1400406283123298e-07,3.059563672191829e-05,2.7268718921876736e-05
beta_s_1,-4.2454464875702635e-10,5.669167589017572e-13,2.5205088674137506e-14,5.491153568298449e-13,3.780444229372204e-10,5.991855990131003e-15,2.0162056524272387e-15,3.2582999591448497e-13,-4.3142944075177857e-10,-6.927706300199895e-14,-5.662590767816397e-13,-9.082801879354576e-12
n_1,51.23063788705508,0.005805460078729689,5.491153568298449e-13,1.2402995931756018,6.59737327591869,-0.0009180279871168754,-0.0012327290770709752,-0.1821110838702096,-14.404303086222527,-0.0003464398396849366,0.003628986250216146,-0.03983594874862987
norm_2,-1551.5636013156852,0.20872136373454567,3.780444229372204e-10,6.59737327591869,217309.78055739243,-1.012493124696689,1.176920448352951,173.83462713307918,1282.6361970814783,0.22531352324292422,0.37061075711300984,24.99313144691017
temperature_2,-0.04530498627304809,-3.357126787711053e-06,5.991855990131003e-15,-0.0009180279871168754,-1.012493124696689,6.607494729154228e-06,-2.3550190592020353e-06,-0.00034769135814388826,-0.017226159125438,2.2948452562801862e-07,-6.575951640159455e-06,-0.00014932125813357005
beta_s_2,-0.05016693696303152,-5.559684801708586e-06,2.0162056524272387e-15,-0.0012327290770709752,1.176920448352951,-2.3550190592020353e-06,0.027831842539107275,6.396047021636037,-0.04096687535287486,-1.8731234800349642e-06,-1.0430192974027418e-05,-0.000427695743326682
n_2,-7.411730971637099,-0.0008212778800774438,3.2582999591448497e-13,-0.1821110838702096,173.83462713307918,-0.00034769135814388826,6.396047021636037,1747.480318668845,-6.052371191246045,-0.0002767138166335417,-0.0015407005280575162,-0.06318169435012201
norm_3,-718.0603977718848,-0.05506197633477042,-4.3142944075177857e-10,-14.404303086222527,1282.6361970814783,-0.017226159125438,-0.04096687535287486,-6.052371191246045,1727.202936039235,-0.12510884186792798,0.11858916032763514,-0.26231903083263564
temperature_3,-0.03226279477313087,-2.1400406283123298e-07,-6.927706300199895e-14,-0.0003464398396849366,0.22531352324292422,2.2948452562801862e-07,-1.8731234800349642e-06,-0.0002767138166335417,-0.12510884186792798,1.3686664553755972e-05,-9.127563579405086e-06,0.00033604747622988123
beta_s_3,-0.023310978393794396,3.059563672191829e-05,-5.662590767816397e-13,0.003628986250216146,0.37061075711300984,-6.575951640159455e-06,-1.0430192974027418e-05,-0.0015407005280575162,0.11858916032763514,-9.127563579405086e-06,8.915229088684124e-05,0.0009946864704312006
n_3,-4.451301472011704,2.7268718921876736e-05,-9.082801879354576e-12,-0.03983594874862987,24.99313144691017,-0.00014932125813357005,-0.000427695743326682,-0.06318169435012201,-0.26231903083263564,0.00033604747622988123,0.0009946864704312006,0.038707605468792775
