,norm_1,temperature_1,U_1
norm_1,749.716344501404,-0.13757025508870074,8.27571629840753e-07
temperature_1,-0.13757025508870074,2.6470702432744e-05,2.266344028475799e-09
U_1,8.27571629840753e-07,2.266344028475799e-09,1.0586225220122198e-08
