,norm_1,temperature_1,U_1
norm_1,184.75259772897792,-0.058886646763892235,8.61145080732522e-08
temperature_1,-0.058886646763892235,1.9626070044234672e-05,4.5453174708645453e-10
U_1,8.61145080732522e-08,4.5453174708645453e-10,1.4731811953129505e-09
