,norm_1,temperature_1,beta_s_1,n_1
norm_1,975021.1406749217,-5.294418947673888,2.1179360153649682,-145.14600925443295
temperature_1,-5.294418947673888,2.885861588153366e-05,-1.1509128730980392e-05,0.0008000904122788708
beta_s_1,2.1179360153649682,-1.1509128730980392e-05,4.930450483943495e-06,-0.0002986944752331478
n_1,-145.14600925443295,0.0008000904122788708,-0.0002986944752331478,0.024329308004071747
