,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2
norm_1,13438.198996510097,-0.3549938943629484,0.5263291493352981,6.9903825085122745e-09,-2.2002838078535594,9.559720780822325e-09,1.1450175934540154e-10,9.804031637203371e-08
temperature_1,-0.3549938943629484,9.677372282766882e-06,-1.4967358210844073e-05,-2.369200611759327e-13,7.667511037959703e-05,-2.762882091294037e-13,-3.5350306428712352e-15,2.091040923503346e-12
beta_s_1,0.5263291493352981,-1.4967358210844073e-05,2.6683749115311065e-05,1.4958306274178128e-13,-0.0003635753623781411,1.296288787469105e-12,1.9988720281918657e-14,-8.091567416700492e-12
n_1,6.9903825085122745e-09,-2.369200611759327e-13,1.4958306274178128e-13,9.24658986138036e-15,5.830186331045824e-12,-1.7899727410727662e-20,-2.799594472757665e-22,-1.168419432481289e-19
norm_2,-2.2002838078535594,7.667511037959703e-05,-0.0003635753623781411,5.830186331045824e-12,0.10577749405249727,-1.5896413516888446e-09,-1.0232096733467285e-11,-6.495578294606325e-08
temperature_2,9.559720780822325e-09,-2.762882091294037e-13,1.296288787469105e-12,-1.7899727410727662e-20,-1.5896413516888446e-09,4.617047287671742e-12,-6.953696680331081e-21,-5.477091899872447e-22
beta_s_2,1.1450175934540154e-10,-3.5350306428712352e-15,1.9988720281918657e-14,-2.799594472757665e-22,-1.0232096733467285e-11,-6.953696680331081e-21,1.2047979376985053e-14,-6.259681722526749e-21
n_2,9.804031637203371e-08,2.091040923503346e-12,-8.091567416700492e-12,-1.168419432481289e-19,-6.495578294606325e-08,-5.477091899872447e-22,-6.259681722526749e-21,3.288015735951671e-11
