,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,3.958969794535163,-0.001348979928848187,0.00012857992198484728,0.03898113229370021,-2.1772203490092677e-05,-3.9022200630238375e-05,-3.154498648210142e-09,1.3678967051293515e-09,-0.00037437661717183696,-5.525848432307254e-05,9.992065964841698e-06,-0.0034051952877627513
temperature_1,-0.001348979928848187,9.708099891911172e-05,-1.298563680960001e-05,0.004953550488754827,-2.619298627841374e-07,1.5935592180123167e-06,2.5229869953765535e-10,-1.0327995746016574e-10,-2.819009427452273e-05,-7.799386517414066e-06,-7.865627213091059e-06,-0.0005372299019076537
beta_s_1,0.00012857992198484728,-1.298563680960001e-05,2.252729295330784e-06,-0.00046798290748388554,2.8154225021557034e-07,-4.11559252300988e-07,-1.5328962585826942e-10,6.303940902307045e-11,2.659664883043683e-06,1.2502407912337218e-06,2.905452485712894e-06,0.00010739955224881109
n_1,0.03898113229370021,0.004953550488754827,-0.00046798290748388554,0.33962872801777416,0.00010368539629469004,-1.3893309046958388e-05,-4.430142030861994e-08,1.8276061261726167e-08,-0.0019862415186433693,-0.00030475646242804816,0.00045215235942033637,-0.010663283337781273
norm_2,-2.1772203490092677e-05,-2.619298627841374e-07,2.8154225021557034e-07,0.00010368539629469004,3.9808395381510375,-2.0374748179825154e-05,4.866570139281159e-09,-2.0046038845963174e-09,-1.1284629982427067e-05,4.075151414474467e-06,-6.885831535936863e-07,0.00029016481634610046
temperature_2,-3.9022200630238375e-05,1.5935592180123167e-06,-4.11559252300988e-07,-1.3893309046958388e-05,-2.0374748179825154e-05,1.720049292110879e-06,8.724478961519839e-10,-3.594592978894153e-10,-3.748526206414843e-05,-1.4166883396691544e-06,-1.4578830222357535e-06,-0.00013618032004178765
beta_s_2,-3.154498648210142e-09,2.5229869953765535e-10,-1.5328962585826942e-10,-4.430142030861994e-08,4.866570139281159e-09,8.724478961519839e-10,0.00047517686236415183,5.710491979802328e-06,-7.398807495584082e-09,-1.9684984962211647e-09,3.096591657977761e-10,-1.4024252247362062e-07
n_2,1.3678967051293515e-09,-1.0327995746016574e-10,6.303940902307045e-11,1.8276061261726167e-08,-2.0046038845963174e-09,-3.594592978894153e-10,5.710491979802328e-06,2.6201416925651917,3.0589911483216894e-09,8.11004047217323e-10,-1.2801417198941473e-10,5.7771600923175506e-08
norm_3,-0.00037437661717183696,-2.819009427452273e-05,2.659664883043683e-06,-0.0019862415186433693,-1.1284629982427067e-05,-3.748526206414843e-05,-7.398807495584082e-09,3.0589911483216894e-09,3.9793814722326033,-0.00012981513307351556,0.00013944769329251965,-0.0006975718023324274
temperature_3,-5.525848432307254e-05,-7.799386517414066e-06,1.2502407912337218e-06,-0.00030475646242804816,4.075151414474467e-06,-1.4166883396691544e-06,-1.9684984962211647e-09,8.11004047217323e-10,-0.00012981513307351556,1.991068302011077e-06,1.956630163511485e-06,0.0001749879607494761
beta_s_3,9.992065964841698e-06,-7.865627213091059e-06,2.905452485712894e-06,0.00045215235942033637,-6.885831535936863e-07,-1.4578830222357535e-06,3.096591657977761e-10,-1.2801417198941473e-10,0.00013944769329251965,1.956630163511485e-06,1.6125383437421912e-05,0.000385355501218788
n_3,-0.0034051952877627513,-0.0005372299019076537,0.00010739955224881109,-0.010663283337781273,0.00029016481634610046,-0.00013618032004178765,-1.4024252247362062e-07,5.7771600923175506e-08,-0.0006975718023324274,0.0001749879607494761,0.000385355501218788,0.02027765189940816
