,norm_1,temperature_1,U_1
norm_1,2255.763805112975,-0.23626151629155043,-5.536601793731592e-07
temperature_1,-0.23626151629155043,2.5783140597822664e-05,-9.666555317118325e-10
U_1,-5.536601793731592e-07,-9.666555317118325e-10,8.845035753914733e-09
