,norm_1,temperature_1,q_1,norm_2,temperature_2,q_2,norm_3,temperature_3,q_3
norm_1,189052.8203188637,-0.5487175309093215,-1.293531511150851,-163376.8623430801,-0.11761036323127476,-1.8911701456750212,-804.4261909782693,0.0400287454521702,-0.1854866248390852
temperature_1,-0.5487175309093215,2.462107380568019e-05,-2.4157909301651942e-05,-0.18996754319800502,-1.4982645814747905e-08,-2.5910728449663763e-05,-0.011752495385499443,8.288393661329181e-07,-3.2368436173096217e-06
q_1,-1.293531511150851,-2.4157909301651942e-05,4.42364496911598e-05,1.8316418021370804,1.5201010988003695e-06,4.791406860769116e-05,0.019661177512157988,-3.431856291103308e-07,4.551220695023907e-06
norm_2,-163376.8623430801,-0.18996754319800502,1.8316418021370804,7221167.772669991,-7.111797592685062,24.11375714933125,-1203.5141985963946,-0.2988429365618698,0.4631155148084572
temperature_2,-0.11761036323127476,-1.4982645814747905e-08,1.5201010988003695e-06,-7.111797592685062,8.231248194140683e-06,-3.0314035977812958e-05,0.008139128393146407,1.848485974056762e-07,-3.6470404683607307e-07
q_2,-1.8911701456750212,-2.5910728449663763e-05,4.791406860769116e-05,24.11375714933125,-3.0314035977812958e-05,0.00031477414671779696,-0.18089146573481016,1.2551496139307154e-05,9.454002794577393e-06
norm_3,-804.4261909782693,-0.011752495385499443,0.019661177512157988,-1203.5141985963946,0.008139128393146407,-0.18089146573481016,495.9854933459544,-0.060537042639340205,0.02040195515700158
temperature_3,0.0400287454521702,8.288393661329181e-07,-3.431856291103308e-07,-0.2988429365618698,1.848485974056762e-07,1.2551496139307154e-05,-0.060537042639340205,9.051490679358983e-06,-3.96551270016408e-06
q_3,-0.1854866248390852,-3.2368436173096217e-06,4.551220695023907e-06,0.4631155148084572,-3.6470404683607307e-07,9.454002794577393e-06,0.02040195515700158,-3.96551270016408e-06,3.4444777276143615e-06
