,norm_1,temperature_1,beta_s_1,n_1
norm_1,20202.271938860293,-0.265405776343775,0.20159358508686512,-4.827537566790739e-07
temperature_1,-0.265405776343775,3.597012539680663e-06,-2.8359663022396366e-06,7.554738982507686e-12
beta_s_1,0.20159358508686512,-2.8359663022396366e-06,2.5620664830056684e-06,-2.6511947370420946e-12
n_1,-4.827537566790739e-07,7.554738982507686e-12,-2.6511947370420946e-12,7.033108467190524e-09
