,norm_1,temperature_1,beta_s_1,n_1
norm_1,376626532.9588874,-147.47423623981982,40.52166326734071,-1778.3617464232614
temperature_1,-147.47423623981982,5.7808741318354744e-05,-1.5867343076732753e-05,0.0007008399244135978
beta_s_1,40.52166326734071,-1.5867343076732753e-05,4.468834838160492e-06,-0.00018809683411931513
n_1,-1778.3617464232614,0.0007008399244135978,-0.00018809683411931513,0.008940326245281174
