,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,2357367.1944547296,-7.827511916351146,65.37125801939364,-856.394851663804,-10772.30680616367,0.6140074332614988,-0.22136271314139766,-11.506958806520991,-6.894628193226655,0.01754327316840815,0.0526197229441369,4.031341727851398
temperature_1,-7.827511916351146,2.7260575403303533e-05,-0.00018269730100728307,0.003087291671223617,0.002028621012197144,5.946008978137954e-07,-1.8781100768855918e-06,2.404843996788627e-05,1.069195237780121e-05,-6.012623402068946e-08,-1.213531074702838e-07,-1.0626229717447782e-05
beta_s_1,65.37125801939364,-0.00018269730100728307,0.06920730483608423,0.6651601856900756,-1.4455418923026115,6.094331499424623e-05,3.0266809125255886e-05,-0.00205851277924728,-0.0012694725831362875,3.6889068358537295e-06,1.0420639265990173e-05,0.0008206814126281937
n_1,-856.394851663804,0.003087291671223617,0.6651601856900756,7.8134874298481805,5.041630574035824,-0.0004975574063238781,0.0007350334158429662,0.0024180680968204976,-0.001561944258237378,3.4385940765777105e-06,1.0542829612582101e-05,0.0008052639533575803
norm_2,-10772.30680616367,0.002028621012197144,-1.4455418923026115,5.041630574035824,1743.5352331380059,-0.14481097480494473,0.14903672519963737,-0.03282514543095858,-0.2690993954051722,-0.0032302905951128325,-0.001409808125715281,-0.24923778295160443
temperature_2,0.6140074332614988,5.946008978137954e-07,6.094331499424623e-05,-0.0004975574063238781,-0.14481097480494473,1.3148246085010454e-05,-1.4715673609351225e-05,6.46055577253004e-05,-7.547364851294108e-05,-3.80460593434849e-07,4.0402103966310165e-08,-1.736215405384179e-05
beta_s_2,-0.22136271314139766,-1.8781100768855918e-06,3.0266809125255886e-05,0.0007350334158429662,0.14903672519963737,-1.4715673609351225e-05,3.317804129241328e-05,0.00016955645110075217,-0.0005663123907351007,-3.1509347696716753e-07,2.4822882903159166e-06,0.00011734930796677574
n_2,-11.506958806520991,2.404843996788627e-05,-0.00205851277924728,0.0024180680968204976,-0.03282514543095858,6.46055577253004e-05,0.00016955645110075217,0.013797986175998898,-0.002755143210708974,5.111620397679184e-06,1.9260851318851716e-05,0.0014330103558788418
norm_3,-6.894628193226655,1.069195237780121e-05,-0.0012694725831362875,-0.001561944258237378,-0.2690993954051722,-7.547364851294108e-05,-0.0005663123907351007,-0.002755143210708974,1.1814030219198612,-0.0015772909764433496,0.0001739654432891719,0.1699037429013894
temperature_3,0.01754327316840815,-6.012623402068946e-08,3.6889068358537295e-06,3.4385940765777105e-06,-0.0032302905951128325,-3.80460593434849e-07,-3.1509347696716753e-07,5.111620397679184e-06,-0.0015772909764433496,0.00014003698011230556,-1.591535198737124e-05,0.0016414371960148388
beta_s_3,0.0526197229441369,-1.213531074702838e-07,1.0420639265990173e-05,1.0542829612582101e-05,-0.001409808125715281,4.0402103966310165e-08,2.4822882903159166e-06,1.9260851318851716e-05,0.0001739654432891719,-1.591535198737124e-05,2.79882550527901e-06,-0.00011685210104671513
n_3,4.031341727851398,-1.0626229717447782e-05,0.0008206814126281937,0.0008052639533575803,-0.24923778295160443,-1.736215405384179e-05,0.00011734930796677574,0.0014330103558788418,0.1699037429013894,0.0016414371960148388,-0.00011685210104671513,0.055430318212801456
