manuscript_bin,pt_center_gev,species,yield_value,total_error
40--50,3.7,kaon,0.0016150000000000001,0.00013152946437965907
40--50,3.7,pion,0.00335,0.000161245154965971
40--50,3.7,proton,0.000575,0.0001216552506059644
40--50,3.9,kaon,0.00125,9.708791742239229e-05
40--50,3.9,pion,0.0025700000000000002,0.0001216552506059644
40--50,3.9,proton,0.00043500000000000006,8.06225774829855e-05
40--50,4.25,kaon,0.0008500000000000001,6.08276253029822e-05
40--50,4.25,pion,0.001715,8.06225774829855e-05
40--50,4.25,proton,0.00027550000000000003,4.619802482391039e-05
40--50,4.75,kaon,0.0004990000000000001,3.056578365275135e-05
40--50,4.75,pion,0.0009905,4.8169045003313324e-05
40--50,4.75,proton,0.00014800000000000002,2.2074030745139933e-05
40--50,5.5,kaon,0.00025,1.4560219778561037e-05
40--50,5.5,pion,0.0004885,2.4331050121192883e-05
40--50,5.5,proton,6.55e-05,8.246211251235323e-06
40--50,7.0,kaon,8.100000000000002e-05,6.324555320336759e-06
40--50,7.0,pion,0.000155,8.246211251235323e-06
40--50,7.0,proton,1.74e-05,2.0574203919563374e-06
40--50,9.0,kaon,2.2449999999999997e-05,2.1030401233174963e-06
40--50,9.0,pion,4.1649999999999996e-05,2.4999999999999998e-06
40--50,9.0,proton,3.9e-06,5.65685424949238e-07
40--50,12.5,kaon,4.8e-06,5.385164807134504e-07
40--50,12.5,pion,8.75e-06,5.854860063735631e-07
40--50,12.5,proton,7.5e-07,1.414213562373095e-07
40--50,17.5,kaon,7.799999999999999e-07,1.22065556157337e-07
40--50,17.5,pion,1.4049999999999999e-06,1.2806248474865696e-07
40--50,17.5,proton,1.15e-07,3.605551275463989e-08
5--10,0.11,pion,11.290000000000003,0.8402383653258803
5--10,0.13,pion,11.885000000000002,0.500259835340753
5--10,0.15000000000000002,pion,12.14,0.4752647474099376
5--10,0.16999999999999998,pion,12.110000000000001,0.47510526315401924
5--10,0.19,pion,11.805,0.4601087341694011
5--10,0.225,kaon,0.6615,0.044140976058405335
5--10,0.225,pion,10.9755,0.428094628617412
5--10,0.275,kaon,0.736,0.043603665934326685
5--10,0.275,pion,9.7745,0.2960827624767877
5--10,0.32499999999999996,kaon,0.805,0.02965253934272616
5--10,0.32499999999999996,pion,8.551,0.25707003360785496
5--10,0.32499999999999996,proton,0.227,0.02557980287093589
5--10,0.375,kaon,0.8180000000000001,0.027663632065415653
5--10,0.375,pion,7.4615,0.224080349134119
5--10,0.375,proton,0.247,0.024582347387868145
5--10,0.42500000000000004,kaon,0.8155000000000001,0.02965253934272616
5--10,0.42500000000000004,pion,6.5045,0.19506409876857664
5--10,0.42500000000000004,proton,0.2605,0.023585297221171718
5--10,0.475,kaon,0.8240000000000001,0.028715823657627683
5--10,0.475,pion,5.6445,0.16907395866515063
5--10,0.475,proton,0.2685,0.014535490472359351
5--10,0.525,kaon,0.8135000000000001,0.04214762767278364
5--10,0.525,pion,4.9205000000000005,0.14558593495711736
5--10,0.525,proton,0.275,0.014036407060336847
5--10,0.575,kaon,0.7665,0.04472918487971807
5--10,0.575,pion,4.273000000000001,0.1235648123350393
5--10,0.575,proton,0.277,0.013537445478582603
5--10,0.625,kaon,0.722,0.05254041212062163
5--10,0.625,pion,3.875,0.2002498439450079
5--10,0.625,proton,0.278,0.01563185835712037
5--10,0.675,kaon,0.685,0.049366129868924
5--10,0.675,pion,3.3930000000000002,0.17628400810372682
5--10,0.675,proton,0.2715,0.014638730967281504
5--10,0.725,kaon,0.6355,0.046389834406596595
5--10,0.725,pion,2.9665,0.15176709419097845
5--10,0.725,proton,0.264,0.014145020278596768
5--10,0.775,kaon,0.6025,0.04349131425688437
5--10,0.775,pion,2.6105,0.13427002583689518
5--10,0.775,proton,0.2545,0.01308905348380441
5--10,0.825,kaon,0.543,0.039458839313897716
5--10,0.825,pion,2.2995,0.11876977818393931
5--10,0.825,proton,0.2515,0.014581460153501199
5--10,0.875,kaon,0.5095000000000001,0.03691444665937756
5--10,0.875,pion,2.0365,0.10523309567420601
5--10,0.875,proton,0.2435,0.015133325560164024
5--10,0.925,kaon,0.4685,0.03430008304606327
5--10,0.925,pion,1.8165,0.0937616733717481
5--10,0.925,proton,0.232,0.014637440787076253
5--10,0.975,kaon,0.4355,0.03175301510468488
5--10,0.975,pion,1.6185,0.0832165848854662
5--10,0.975,proton,0.2185,0.013647541030848427
5--10,1.05,kaon,0.381,0.027663205547534847
5--10,1.05,pion,1.3555000000000001,0.07011419257183242
5--10,1.05,proton,0.198,0.012539999694598798
5--10,1.15,kaon,0.31499999999999995,0.02258875739780246
5--10,1.15,pion,1.072,0.055643969053160866
5--10,1.15,proton,0.177,0.011045735099956593
5--10,1.25,kaon,0.26849999999999996,0.020024984394500785
5--10,1.25,pion,0.8605,0.045598805710791585
5--10,1.25,proton,0.1555,0.009552630379629154
5--10,1.35,kaon,0.22949999999999998,0.017029386365926404
5--10,1.35,pion,0.6920000000000001,0.037121422386541175
5--10,1.35,proton,0.1355,0.008558821443217984
5--10,1.45,kaon,0.1935,0.015033296378372907
5--10,1.45,pion,0.5609999999999999,0.030149626863362672
5--10,1.45,proton,0.117,0.007566662780082012
5--10,1.55,kaon,0.1635,0.013038404810405298
5--10,1.55,pion,0.456,0.025179356624028346
5--10,1.55,proton,0.1005,0.0065769151710818475
5--10,1.65,kaon,0.138,0.011045361017187262
5--10,1.65,pion,0.37250000000000005,0.021095023109728987
5--10,1.65,proton,0.0854,0.005639938557186366
5--10,1.75,kaon,0.11449999999999999,0.009055385138137417
5--10,1.75,pion,0.3045,0.01711724276862369
5--10,1.75,proton,0.07305,0.004805612591332088
5--10,1.85,kaon,0.0965,0.00806225774829855
5--10,1.85,pion,0.2505,0.014142135623730949
5--10,1.85,proton,0.06165,0.003916950344336778
5--10,1.95,kaon,0.08345,0.007361722513644388
5--10,1.95,pion,0.209,0.012041594578792296
5--10,1.95,proton,0.05305,0.0035303780288305775
5--10,2.1,kaon,0.06175,0.0044780052670828074
5--10,2.1,pion,0.15894999999999998,0.0074168726563154635
5--10,2.1,proton,0.0416,0.002598718088987724
5--10,2.3,kaon,0.04455,0.0030907224793853133
5--10,2.3,pion,0.1124,0.005265217415264722
5--10,2.3,proton,0.030850000000000002,0.0019908323620508863
5--10,2.5,kaon,0.033,0.002137755832643195
5--10,2.5,pion,0.08085,0.00382099463490856
5--10,2.5,proton,0.02245,0.001529832082968803
5--10,2.7,kaon,0.02465,0.001960236220839229
5--10,2.7,pion,0.0586,0.0029017236257093816
5--10,2.7,proton,0.016,0.0016385621549285176
5--10,2.9,kaon,0.01915,0.0018110770276274835
5--10,2.9,pion,0.043550000000000005,0.002102379604162864
5--10,2.9,proton,0.011300000000000001,0.0018110770276274835
5--10,3.1,kaon,0.014849999999999999,0.0016124515496597099
5--10,3.1,pion,0.03255,0.0016031219541881396
5--10,3.1,proton,0.008199999999999999,0.0015033296378372909
5--10,3.3,kaon,0.0115,0.0012539999694598796
5--10,3.3,pion,0.024560000000000002,0.0011834272263219231
5--10,3.3,proton,0.006035,0.0011834274706993796
5--10,3.5,kaon,0.008995,0.0009199248494093444
5--10,3.5,pion,0.018994999999999998,0.0009135097153287424
5--10,3.5,proton,0.00449,0.0008478945514621384
5--10,3.7,kaon,0.0071,0.0006499425965326008
5--10,3.7,pion,0.014665000000000001,0.0007084668263739706
5--10,3.7,proton,0.0034000000000000002,0.0005880690948059198
5--10,3.9,kaon,0.0055650000000000005,0.0004589394593511874
5--10,3.9,pion,0.011535,0.0005532630477449222
5--10,3.9,proton,0.0026100000000000003,0.00041303752856126767
5--10,4.25,kaon,0.003815,0.00027294688127912366
5--10,4.25,pion,0.007845000000000001,0.0003761982974581651
5--10,4.25,proton,0.00168,0.0002369080012719103
5--10,4.75,kaon,0.00226,0.0001414213562373095
5--10,4.75,pion,0.004580000000000001,0.00022090722034374523
5--10,4.75,proton,0.00091,0.0001118033988749895
5--10,5.5,kaon,0.001145,7.071067811865475e-05
5--10,5.5,pion,0.002295,0.00011045361017187262
5--10,5.5,proton,0.0004135,4.5213469539050784e-05
5--10,7.0,kaon,0.00038250000000000003,2.7459060435491964e-05
5--10,7.0,pion,0.0007540000000000001,3.981524762208387e-05
5--10,7.0,proton,0.00011250000000000001,1.0440306508910551e-05
5--10,9.0,kaon,0.000108,1.0198039027185571e-05
5--10,9.0,pion,0.0002075,1.2165525060596441e-05
5--10,9.0,proton,2.5500000000000003e-05,2.2360679774997904e-06
5--10,12.5,kaon,2.595e-05,2.912043955712207e-06
5--10,12.5,pion,4.6399999999999996e-05,3.056578365275135e-06
5--10,12.5,proton,4.95e-06,6.403124237432849e-07
5--10,17.5,kaon,4.4e-06,5.385164807134504e-07
5--10,17.5,pion,7.199999999999999e-06,5.608058350989903e-07
5--10,17.5,proton,7e-07,1.414213562373095e-07
50--70,0.11,pion,3.523,0.27854491224558725
50--70,0.13,pion,3.7960000000000003,0.19454117271595026
50--70,0.15000000000000002,pion,3.9825,0.19254155423673652
50--70,0.16999999999999998,pion,4.0575,0.19404123273160268
50--70,0.19,pion,4.0344999999999995,0.19254156096253622
50--70,0.225,kaon,0.2585,0.018527026983880198
50--70,0.225,pion,3.824,0.18052492921766153
50--70,0.275,kaon,0.27925,0.017825343660119286
50--70,0.275,pion,3.471,0.1395143363650378
50--70,0.32499999999999996,kaon,0.30075,0.013917659382285124
50--70,0.32499999999999996,pion,3.026,0.12051659665312307
50--70,0.32499999999999996,proton,0.09895000000000001,0.010925844186564424
50--70,0.375,kaon,0.29605000000000004,0.012869086861306719
50--70,0.375,pion,2.598,0.1025195108023223
50--70,0.375,proton,0.10495000000000002,0.010071004496359106
50--70,0.42500000000000004,kaon,0.28725,0.012716657204975185
50--70,0.42500000000000004,pion,2.212,0.08700574769587263
50--70,0.42500000000000004,proton,0.10794999999999999,0.009568945878220445
50--70,0.475,kaon,0.27480000000000004,0.011788379105027374
50--70,0.475,pion,1.8605,0.07250689655167736
50--70,0.475,proton,0.1102,0.006359639146248071
50--70,0.525,kaon,0.26015,0.01482441326309519
50--70,0.525,pion,1.5655000000000001,0.06100819837320999
50--70,0.525,proton,0.10969999999999999,0.006163189513261672
50--70,0.575,kaon,0.23695,0.014880429478552639
50--70,0.575,pion,1.311,0.050010002999399394
50--70,0.575,proton,0.10545,0.005614381455601317
50--70,0.625,kaon,0.21350000000000002,0.016031219541881397
50--70,0.625,pion,1.1465,0.06453100216294247
50--70,0.625,proton,0.1027,0.006170595483876846
50--70,0.675,kaon,0.195,0.015033296378372907
50--70,0.675,pion,0.9655,0.05403702434442519
50--70,0.675,proton,0.09595,0.005572786379221748
50--70,0.725,kaon,0.1755,0.013038404810405298
50--70,0.725,pion,0.8170000000000001,0.045543940125553094
50--70,0.725,proton,0.08975,0.005066081128869783
50--70,0.775,kaon,0.1572,0.011941945826631134
50--70,0.775,pion,0.6930000000000001,0.03855192178020708
50--70,0.775,proton,0.08265,0.00456780623670991
50--70,0.825,kaon,0.14045000000000002,0.01058831988856656
50--70,0.825,pion,0.5900000000000001,0.03306055050963308
50--70,0.825,proton,0.07725,0.00467175119344914
50--70,0.875,kaon,0.1267,0.009538080527319952
50--70,0.875,pion,0.5055000000000001,0.028044594573740096
50--70,0.875,proton,0.07185,0.004821148181403261
50--70,0.925,kaon,0.1121,0.008438014570984892
50--70,0.925,pion,0.4325,0.024020824298928628
50--70,0.925,proton,0.065,0.004318604392019901
50--70,0.975,kaon,0.1008,0.007637079015526997
50--70,0.975,pion,0.373,0.02102379604162864
50--70,0.975,proton,0.0586,0.0038762646704338217
50--70,1.05,kaon,0.08365,0.006312685640834652
50--70,1.05,pion,0.29815,0.016614753015048087
50--70,1.05,proton,0.04995,0.003263845966827345
50--70,1.15,kaon,0.06635,0.0050658183532826225
50--70,1.15,pion,0.2237,0.012419743627332476
50--70,1.15,proton,0.04045,0.0026669806152342895
50--70,1.25,kaon,0.052750000000000005,0.004061097591122604
50--70,1.25,pion,0.1706,0.00967535596689894
50--70,1.25,proton,0.03315,0.0021647289125864095
50--70,1.35,kaon,0.0423,0.003263820020576909
50--70,1.35,pion,0.1309,0.0074741230998494525
50--70,1.35,proton,0.026500000000000003,0.0017117642886435966
50--70,1.45,kaon,0.034,0.0026621482517611423
50--70,1.45,pion,0.10165,0.0058309518948453
50--70,1.45,proton,0.021400000000000002,0.001414284619419373
50--70,1.55,kaon,0.02775,0.002209072203437452
50--70,1.55,pion,0.07980000000000001,0.0046768075198711494
50--70,1.55,proton,0.0172,0.0011672932474047694
50--70,1.65,kaon,0.0225,0.0018607871725408818
50--70,1.65,pion,0.06309999999999999,0.0037712767240471196
50--70,1.65,proton,0.01395,0.0009708791742239228
50--70,1.75,kaon,0.018250000000000002,0.0015132745950421555
50--70,1.75,pion,0.05015,0.003026549190084311
50--70,1.75,proton,0.010950000000000001,0.0007566662780082012
50--70,1.85,kaon,0.015,0.0013152946437965907
50--70,1.85,pion,0.04055,0.0024683064934461997
50--70,1.85,proton,0.0089,0.0006203658925317489
50--70,1.95,kaon,0.012400000000000001,0.001118033988749895
50--70,1.95,pion,0.032600000000000004,0.002022374841615668
50--70,1.95,proton,0.007350000000000001,0.0005099019513592785
50--70,2.1,kaon,0.00918,0.0006958448102845922
50--70,2.1,pion,0.0241,0.0012332882874656682
50--70,2.1,proton,0.0053950000000000005,0.00035905420077097345
50--70,2.3,kaon,0.0063999999999999994,0.00047764967110131235
50--70,2.3,pion,0.01638,0.0008429116205154607
50--70,2.3,proton,0.0036899999999999997,0.0002522652838813105
50--70,2.5,kaon,0.004635,0.00032165992758006144
50--70,2.5,pion,0.011335000000000001,0.000584293218108354
50--70,2.5,proton,0.0025450000000000004,0.00018440368517760292
50--70,2.7,kaon,0.0033300000000000005,0.00026305892875931814
50--70,2.7,pion,0.00805,0.0004310452412450461
50--70,2.7,proton,0.001675,0.0001904298580948714
50--70,2.9,kaon,0.00253,0.00022203603311174522
50--70,2.9,pion,0.0058449999999999995,0.0003106444913401813
50--70,2.9,proton,0.00115,0.00020223748416156684
50--70,3.1,kaon,0.00193,0.00018741835826283006
50--70,3.1,pion,0.0042650000000000006,0.00022090722034374523
50--70,3.1,proton,0.0007850000000000001,0.0001711724276862369
50--70,3.3,kaon,0.0014850000000000002,0.0001414213562373095
50--70,3.3,pion,0.00318,0.0001711724276862369
50--70,3.3,proton,0.0005549999999999999,0.00013038404810405298
50--70,3.5,kaon,0.00114,0.0001068918945734226
50--70,3.5,pion,0.00239,0.00012041594578792296
50--70,3.5,proton,0.00039000000000000005,9.055385138137417e-05
50--70,3.7,kaon,0.0008950000000000001,7.566662780082012e-05
50--70,3.7,pion,0.001835,9.552630379629153e-05
50--70,3.7,proton,0.000292,6.363961030678928e-05
50--70,3.9,kaon,0.0006950000000000001,5.099019513592785e-05
50--70,3.9,pion,0.0014160000000000002,7.467261881037789e-05
50--70,3.9,proton,0.00021950000000000002,4.405969032073743e-05
50--70,4.25,kaon,0.00046300000000000003,3.2066473999946655e-05
50--70,4.25,pion,0.0009370000000000001,4.9365980188789936e-05
50--70,4.25,proton,0.00013700000000000002,2.4331050121192883e-05
50--70,4.75,kaon,0.000268,1.746424919657298e-05
50--70,4.75,pion,0.000536,2.8284271247461902e-05
50--70,4.75,proton,7.35e-05,1.140175425099138e-05
50--70,5.5,kaon,0.000132,8.246211251235323e-06
50--70,5.5,pion,0.000259,1.4142135623730951e-05
50--70,5.5,proton,3.3e-05,4.1231056256176614e-06
50--70,7.0,kaon,4.145e-05,3.104834939252005e-06
50--70,7.0,pion,8.005e-05,4.570557952810576e-06
50--70,7.0,proton,9.4e-06,1.1180339887498948e-06
50--70,9.0,kaon,1.12e-05,1.044030650891055e-06
50--70,9.0,pion,2.125e-05,1.3601470508735443e-06
50--70,9.0,proton,2.3499999999999995e-06,2.82842712474619e-07
50--70,12.5,kaon,2.4e-06,2.699172818834084e-07
50--70,12.5,pion,4.399999999999999e-06,3.162277660168379e-07
50--70,12.5,proton,4.75e-07,8.20628747147464e-08
50--70,17.5,kaon,3.45e-07,5.4154759474226493e-08
50--70,17.5,pion,6.35e-07,5.701562118716424e-08
50--70,17.5,proton,7.5e-08,2.2360679774997898e-08
70--100,0.11,pion,2.1130000000000004,0.2110213264154016
70--100,0.13,pion,2.3075,0.18202472359545008
70--100,0.15000000000000002,pion,2.4525,0.18202472658037755
70--100,0.16999999999999998,pion,2.5255,0.1790251410371881
70--100,0.19,pion,2.5380000000000003,0.17702542190318316
70--100,0.225,kaon,0.1716,0.015667986703465493
70--100,0.225,pion,2.4465000000000003,0.167011976047858
70--100,0.275,kaon,0.1842,0.015311784806893306
70--100,0.275,pion,2.257,0.14250350877192824
70--100,0.32499999999999996,kaon,0.19530000000000003,0.013757415641450207
70--100,0.32499999999999996,pion,1.9785,0.12300406497347965
70--100,0.32499999999999996,proton,0.06395,0.007915969915661718
70--100,0.375,kaon,0.19025,0.012856226527458901
70--100,0.375,pion,1.6959,0.1044047892017252
70--100,0.375,proton,0.06715,0.007463597124595845
70--100,0.42500000000000004,kaon,0.18195,0.012106611568768931
70--100,0.42500000000000004,pion,1.4297,0.08705465263361745
70--100,0.42500000000000004,proton,0.06795000000000001,0.007011440184196815
70--100,0.475,kaon,0.1706,0.01111620963146897
70--100,0.475,pion,1.18615,0.07145447862349585
70--100,0.475,proton,0.06795,0.005303793813367686
70--100,0.525,kaon,0.15855,0.011660726451447745
70--100,0.525,pion,0.9823500000000001,0.058204209780415156
70--100,0.525,proton,0.06645000000000001,0.005053977914489074
70--100,0.575,kaon,0.1419,0.011013854627954473
70--100,0.575,pion,0.80585,0.04695521850666194
70--100,0.575,proton,0.06265000000000001,0.004554406754895951
70--100,0.625,kaon,0.12445,0.010779732090616605
70--100,0.625,pion,0.6875,0.04801041553663122
70--100,0.625,proton,0.05995,0.004559937868869446
70--100,0.675,kaon,0.111,0.009575626364274876
70--100,0.675,pion,0.5665,0.03901281840626232
70--100,0.675,proton,0.0548,0.004011297325552289
70--100,0.725,kaon,0.09735,0.008271796565489726
70--100,0.725,pion,0.46499999999999997,0.032015621187164243
70--100,0.725,proton,0.04955,0.003555657284525699
70--100,0.775,kaon,0.08510000000000001,0.007175131879102401
70--100,0.775,pion,0.38444999999999996,0.025917458282157232
70--100,0.775,proton,0.04445,0.003056594410243474
70--100,0.825,kaon,0.0746,0.00626996936988179
70--100,0.825,pion,0.31884999999999997,0.02131900602331576
70--100,0.825,proton,0.04025,0.0029110482279299534
70--100,0.875,kaon,0.0649,0.005423098745182499
70--100,0.875,pion,0.26535,0.0175682243036692
70--100,0.875,proton,0.036000000000000004,0.0027572655218299083
70--100,0.925,kaon,0.05665,0.004716990566028301
70--100,0.925,pion,0.2203,0.014417003849621461
70--100,0.925,proton,0.031650000000000005,0.0024083332584599647
70--100,0.975,kaon,0.0495,0.004119465984809195
70--100,0.975,pion,0.18525,0.012014990636700472
70--100,0.975,proton,0.0279,0.002115167727670815
70--100,1.05,kaon,0.0396,0.0032561494796697933
70--100,1.05,pion,0.1424,0.009158739256508886
70--100,1.05,proton,0.022650000000000003,0.0016574231155252542
70--100,1.15,kaon,0.0298,0.0024581530782776745
70--100,1.15,pion,0.1022,0.006506919393998977
70--100,1.15,proton,0.017300000000000003,0.0012539999694598796
70--100,1.25,kaon,0.02275,0.0018607871725408818
70--100,1.25,pion,0.0746,0.004816637831516917
70--100,1.25,proton,0.013399999999999999,0.0009552630379629154
70--100,1.35,kaon,0.01765,0.0014534482612995553
70--100,1.35,pion,0.05495,0.003562655993843874
70--100,1.35,proton,0.0104,0.0007566662780082012
70--100,1.45,kaon,0.013600000000000001,0.0011543477797989776
70--100,1.45,pion,0.0417,0.002716615541441225
70--100,1.45,proton,0.008025000000000001,0.0005926642074602565
70--100,1.55,kaon,0.01075,0.0009055385138137418
70--100,1.55,pion,0.0316,0.002109502310972899
70--100,1.55,proton,0.006185,0.00045706922610749476
70--100,1.65,kaon,0.00847,0.0007361820781484827
70--100,1.65,pion,0.02435,0.0016124515496597099
70--100,1.65,proton,0.004765,0.00035795643872295563
70--100,1.75,kaon,0.006835000000000001,0.000616605328395892
70--100,1.75,pion,0.0189,0.0013152946437965907
70--100,1.75,proton,0.00368,0.0002837934590801256
70--100,1.85,kaon,0.0053750000000000004,0.0004964876634922565
70--100,1.85,pion,0.0151,0.001004987562112089
70--100,1.85,proton,0.0029200000000000003,0.0002294030650891055
70--100,1.95,kaon,0.004540000000000001,0.0004324648605506099
70--100,1.95,pion,0.011850000000000001,0.0008062257748298549
70--100,1.95,proton,0.002235,0.0001724154988045478
70--100,2.1,kaon,0.0032500000000000003,0.0002688247665571189
70--100,2.1,pion,0.00846,0.0005115662224971465
70--100,2.1,proton,0.0016550000000000002,0.00012369316876852983
70--100,2.3,kaon,0.00218,0.00017464249196572982
70--100,2.3,pion,0.005595,0.000341832909344997
70--100,2.3,proton,0.00108,8.246211251235322e-05
70--100,2.5,kaon,0.0015300000000000001,0.00012037008393786305
70--100,2.5,pion,0.003765,0.00023194827009486403
70--100,2.5,proton,0.000715,5.854860063735632e-05
70--100,2.7,kaon,0.0010900000000000003,9.219544457292888e-05
70--100,2.7,pion,0.002595,0.000160312195418814
70--100,2.7,proton,0.00045500000000000006,5.3851648071345046e-05
70--100,2.9,kaon,0.00081,7.071067811865475e-05
70--100,2.9,pion,0.0018360000000000002,0.0001143547113152755
70--100,2.9,proton,0.00030000000000000003,6.08276253029822e-05
70--100,3.1,kaon,0.0006050000000000001,6.08276253029822e-05
70--100,3.1,pion,0.001311,8.139410298049853e-05
70--100,3.1,proton,0.00019700000000000002,4.669047011971501e-05
70--100,3.3,kaon,0.00045300000000000006,4.373785545725808e-05
70--100,3.3,pion,0.0009535,5.8917344892982966e-05
70--100,3.3,proton,0.00013450000000000002,3.600356849545937e-05
70--100,3.5,kaon,0.0003445,3.22685879362299e-05
70--100,3.5,pion,0.0007125,4.4407206622349035e-05
70--100,3.5,proton,9.400000000000001e-05,2.5495097567963924e-05
70--100,3.7,kaon,0.000267,2.353720459187964e-05
70--100,3.7,pion,0.0005365000000000001,3.3376638536557275e-05
70--100,3.7,proton,6.7e-05,1.746424919657298e-05
70--100,3.9,kaon,0.00019950000000000002,1.6492422502470646e-05
70--100,3.9,pion,0.00040400000000000006,2.4824513961768603e-05
70--100,3.9,proton,4.95e-05,1.140175425099138e-05
70--100,4.25,kaon,0.000131,9.70879174223923e-06
70--100,4.25,pion,0.00026250000000000004,1.6124515496597103e-05
70--100,4.25,proton,3.0500000000000003e-05,6.324555320336759e-06
70--100,4.75,kaon,7.500000000000001e-05,5.385164807134504e-06
70--100,4.75,pion,0.00014649999999999998,9.219544457292887e-06
70--100,4.75,proton,1.71e-05,3.1149249951019863e-06
70--100,5.5,kaon,3.525e-05,2.4824906302559433e-06
70--100,5.5,pion,6.78e-05,4.226415690063737e-06
70--100,5.5,proton,7.6e-06,1.2541522986797287e-06
70--100,7.0,kaon,1.045e-05,8.544003745317531e-07
70--100,7.0,pion,1.995e-05,1.2855490470489657e-06
70--100,7.0,proton,2.1e-06,3.2169892001050895e-07
70--100,9.0,kaon,2.6e-06,2.699172818834084e-07
70--100,9.0,pion,4.95e-06,3.162277660168379e-07
70--100,9.0,proton,4.6999999999999995e-07,8.602325267042626e-08
70--100,12.5,kaon,5.450000000000001e-07,7.636680149613264e-08
70--100,12.5,pion,1.015e-06,8.332291507670587e-08
70--100,12.5,proton,9e-08,2.2360679774997898e-08
70--100,17.5,kaon,9e-08,1.4142135623730952e-08
70--100,17.5,pion,1.5e-07,1.4142135623730952e-08
70--100,17.5,proton,1.45e-08,6.802332604808638e-09
