,norm_1,temperature_1,q_1
norm_1,28610.990251539137,-0.23869711863218993,0.1423355016758232
temperature_1,-0.23869711863218993,2.0586289794533984e-06,-1.291702715487156e-06
q_1,0.1423355016758232,-1.291702715487156e-06,9.862022598958055e-07
