,norm_1,temperature_1,U_1
norm_1,944.2416261792653,-0.1468125531272873,5.0354530382961223e-08
temperature_1,-0.1468125531272873,2.3664892707753604e-05,1.4322109662020843e-10
U_1,5.0354530382961223e-08,1.4322109662020843e-10,5.4960430459725516e-11
